id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
362,3,1,3,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,17,0,0,1,1,0.954672983,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
133,2,0,3,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,20,0,0,0,0,0.0,0.1543046442,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
9102,3,1,3,44,1,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,16,68,76,0,0,0,0.1027558622,0.3407585449,0,1,1,0,0,0.0017033491,0,0,0,0,0,1,0,0,1,-1,0,-1,0,1,0
4026,3,1,5,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,41,0,0,0,0,0.0,0.145441316,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
547,2,1,5,139,0,0,0,0,0,0,1,4,0,16,1,0,0,0,0,0,13,16,0,0,0,0,0.0,0.5068287847,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
4515,1,2,5,118,5,4,0,0,0,0,0,0,0,15,1,1,0,0,1,0,52,74,0,0,0,0,0.7184546819,0.1892785314,1,1,0,0,0,0.9497152631,0,0,1,0,0,1,0,0,0,-1,1,-1,1,-1,0
6180,3,0,5,109,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,74,0,0,0,0,0.1400141273,0.8894000013,1,1,1,0,1,0.0359412013,0,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,0
8727,2,0,3,59,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,16,5,0,0,0,0,0.0,0.287408455,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
3816,3,1,4,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,24,0,0,0,0,0.0008749866,0.0140138664,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,0
7377,1,0,3,76,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,39,0,0,0,0,0.0896572421,0.0,0,1,0,0,0,0.0011470849,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
6508,3,1,5,105,7,0,0,0,2,0,0,0,0,12,1,1,0,0,1,0,22,66,0,0,0,0,0.7112467352,0.9988221386,1,1,1,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,0
2817,2,1,3,66,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,22,0,0,0,0,0.0,0.0071096626,0,1,0,0,0,0.6971174619,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3968,4,1,9,118,0,0,0,0,1,0,2,1,0,45,1,1,0,0,0,0,23,18,82,0,1,0,0.0,0.0165966468,0,1,0,0,0,0.0012095662,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
463,2,0,3,63,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,26,6,0,0,0,0,0.0,0.2695693898,0,0,0,0,0,0.0039043687,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
92,2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,22,0,0,0,0,0.0,0.008449521,0,1,0,0,0,0.9568044216,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
2015,4,0,4,140,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,20,0,0,0,1,0.9627161877,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
6452,2,1,5,196,0,0,0,0,0,0,5,4,0,11,1,1,0,0,0,0,14,62,46,0,0,0,0.0,0.2409215402,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
8375,2,1,2,66,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,17,22,0,0,0,0,0.3796665465,0.8283791618,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,1
9028,3,1,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,29,0,0,0,0,0.9755503551,0.0678071668,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1
1987,2,1,5,162,1,4,0,0,0,0,0,0,0,20,1,1,0,0,0,0,55,44,0,0,0,0,0.0,0.09642276,0,1,0,0,0,0.0,0,0,1,0,0,1,0,0,0,-1,1,1,1,1,1
9215,2,1,3,84,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,15,19,0,0,0,0,0.0541983866,0.573426167,1,1,0,0,1,0.002195477,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
578,2,0,2,74,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,10,16,174,0,0,0,0.9702207233,0.9917578994,1,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
1590,5,1,5,64,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,31,0,0,0,0,0.7314699009,0.1036748174,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
5392,3,1,3,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,24,0,0,0,0,0.7704951729,0.9909826259,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
633,5,1,3,50,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,20,0,0,1,1,0.951426365,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,1
9345,3,1,3,78,0,0,0,0,1,0,1,1,0,5,1,1,0,0,0,0,21,32,0,0,0,0,0.0024792334,0.2786388122,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
9143,3,1,1,47,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,15,0,0,0,0,0.0,0.0007545017,0,1,1,0,0,0.0027599817,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
5525,2,1,0,63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,20,0,0,0,0,0.1512358767,0.104025849,0,0,0,0,0,0.0176457038,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
1812,1,0,4,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,21,0,0,1,0,0.9649141343,0.1264318595,0,1,0,0,0,0.1157685971,1,0,0,0,0,1,0,0,1,1,1,1,1,-1,0
6868,1,0,1,53,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,17,19,0,0,0,0,0.3338051202,0.6462928551,1,0,0,1,0,0.048532057,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1,0
2490,13,2,5,167,1,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,15,45,0,0,0,0,0.0,0.0023662355,0,1,0,0,0,0.9767181392,1,0,0,0,0,1,0,0,0,-1,1,1,1,-1,1
222,4,1,3,214,0,0,0,0,8,0,1,1,0,42,1,0,0,0,0,0,17,29,42,0,1,0,0.0,0.2944744931,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,1,1,0,1,1
9086,2,0,1,132,3,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,13,0,0,0,0,0.0,0.1340376334,0,1,0,0,0,0.0042186073,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1734,3,4,4,99,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,56,0,0,0,1,0.8939160346,1.0,1,1,0,0,0,0.9518633424,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,1
1,2,0,5,113,5,0,0,0,0,0,0,0,0,30,1,1,0,0,1,0,7,88,0,0,0,0,0.65322702,1.0,1,1,0,0,0,0.0315928626,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,1
1667,2,2,5,115,1,4,0,0,0,0,0,0,0,19,1,1,0,1,0,0,26,118,0,0,2,0,0.7503638267,0.1169929914,0,1,1,0,0,0.9684203677,0,0,1,0,0,1,0,0,0,-1,1,1,-1,-1,1
8831,1,0,2,70,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,51,0,0,0,0,0.0002538716,0.2890465612,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,0
4738,2,0,1,58,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,24,0,0,0,0,0.0354709133,0.9224589397,1,1,0,1,0,0.0163393197,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5199,2,1,3,37,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,15,33,0,0,0,0,0.3421457301,0.3339913181,0,1,0,0,1,0.0726550916,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
9224,2,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,12,0,0,0,0,0.211868961,0.0092184441,0,1,0,0,0,0.0005343598,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
9040,2,0,3,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,18,0,0,0,0,0.9585275422,1.0,1,1,0,0,0,0.0017851531,1,0,0,0,0,1,0,0,1,1,1,0,0,-1,1
2940,2,1,3,71,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,40,0,0,0,0,0.9282453751,0.9838170357,1,1,0,0,0,0.9518425795,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
6809,2,1,5,87,7,0,0,0,0,0,2,0,0,4,1,1,0,0,0,0,12,70,22,0,0,0,0.1620311994,0.0136215605,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
4347,1,0,5,81,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,24,82,0,0,0,0,0.1556995165,0.3285348718,1,0,0,0,0,0.0852190284,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,0
5124,2,0,5,107,1,0,0,0,0,0,3,1,0,12,1,1,0,0,0,0,15,72,99,0,0,0,0.0004570432,0.1908896741,0,1,1,0,0,0.0010989676,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
442,3,1,3,213,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,26,40,0,0,1,1,0.2211542423,0.9986091408,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
6449,1,0,3,140,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,12,131,0,0,0,0,0.1203290375,0.2338026997,0,1,0,0,0,0.029120368,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
595,1,0,4,49,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,29,0,0,0,0,0.9265943482,0.9927757735,0,1,0,0,0,0.9987044241,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
8139,1,0,3,74,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,60,0,0,0,0,0.1149211813,0.6129580987,0,1,0,0,0,0.0018238524,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
9080,2,1,2,56,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,50,0,0,0,0,0.0,0.0005220785,1,1,0,0,0,0.0006508667,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
9180,3,1,0,67,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,17,13,11,0,0,0,0.0207326612,0.4132728691,0,0,0,0,0,0.0041471766,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
201,2,0,3,186,0,0,0,0,8,0,2,1,0,37,1,0,0,0,0,0,16,14,13,0,1,0,0.0,0.7861880146,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
248,3,1,4,87,1,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,23,27,0,0,1,0,0.0056317402,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
9108,1,1,3,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,13,0,0,0,0,0.0,0.0122509007,0,1,1,0,0,0.0004152744,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1829,2,1,3,44,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,22,0,0,0,1,0.177030768,0.9000706249,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,1
9092,1,1,3,74,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,83,0,0,0,0,0.1308946872,0.145978894,1,0,0,1,0,0.0394306251,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
4435,3,1,3,107,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,19,21,0,0,0,0,0.1009481933,0.0905048085,0,1,0,0,0,0.1011594211,0,0,0,0,0,1,0,0,1,-1,1,1,0,-1,0
77,2,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,25,0,0,0,0,0.0,0.0054334446,0,1,0,0,0,0.002220113,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
650,2,1,3,102,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,18,0,0,0,0,0.2929631457,0.1391078671,0,0,1,0,1,0.0,0,0,0,0,0,1,0,0,1,0,-1,0,1,0,0
370,5,0,3,168,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,11,35,0,0,1,1,0.9352414267,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1,1
8995,2,1,0,50,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,12,14,0,0,0,0,0.0260442364,0.3121022729,0,0,0,0,0,0.0025662229,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
9274,1,0,2,39,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,12,26,0,0,0,0,0.0910131627,0.7458718386,0,1,0,0,0,0.0001611668,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
4214,2,1,3,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,18,0,0,0,0,0.2794958908,0.4241831809,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
7132,3,1,4,85,5,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,23,28,0,0,0,0,0.1924604749,0.6535438209,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,0
6537,2,1,3,67,7,1,0,0,0,0,0,0,0,16,1,1,0,0,1,0,19,36,0,0,0,0,0.0327575878,0.8973763702,0,1,0,0,0,0.224202605,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,0
6495,3,1,5,71,3,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,16,66,0,0,0,0,0.0256539368,0.1365833363,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,0
9097,2,1,0,70,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,20,0,0,0,0,0.0,0.1266466311,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
614,1,0,3,76,1,1,0,0,0,0,0,0,0,12,1,1,0,0,0,0,11,60,0,0,0,0,0.0,0.9896121873,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
7,3,0,5,39,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,12,56,0,0,0,0,0.0,0.135614749,0,1,0,0,0,0.004672646,1,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1846,1,0,3,109,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,8,78,0,0,0,0,0.7207771168,0.9972743495,0,1,0,0,0,0.0841141675,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,0
2172,1,0,3,105,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,22,0,0,1,0,0.0,0.0915830176,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,1,1,1,-1,1
348,2,0,3,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,16,0,0,0,0,0.6926345659,0.7765260966,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
8092,3,2,4,128,7,3,0,0,0,0,0,0,0,18,1,1,0,1,1,0,24,78,0,0,0,0,0.0209950892,0.0943621358,0,1,1,0,0,0.0937249962,0,0,1,0,0,1,0,0,1,-1,1,-1,1,1,0
88,14,1,3,210,1,0,0,0,1,0,7,6,0,57,1,1,1,0,0,0,15,132,170,0,1,0,0.0,0.8892432817,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
229,2,0,5,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,12,0,0,0,0,0.9050415924,0.011413723,1,1,0,0,0,0.7241536963,1,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1
7826,3,1,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,6,0,0,0,0,0.9312522979,0.1029083182,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
6471,2,0,2,64,1,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,12,68,0,0,0,0,0.761521532,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,1
8803,1,0,4,88,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,12,20,37,0,0,0,0.0,0.2573979107,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
5369,3,1,3,84,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,35,0,0,0,0,0.0,0.8383583602,0,1,1,0,0,0.8673405911,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0
6155,4,1,3,195,0,0,0,0,8,0,2,1,0,2,1,0,0,0,0,0,16,12,28,0,1,0,0.0270700037,0.8534435234,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
3074,5,0,5,68,1,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,13,14,0,0,1,0,0.0,0.6263233373,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
5427,1,0,1,38,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,14,32,0,0,0,0,0.1608702982,0.2397546198,0,0,0,0,0,0.0043308101,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
546,11,1,5,163,1,0,0,0,1,0,0,0,0,22,1,0,0,0,1,0,20,43,153,0,1,1,0.0033536242,0.1650137471,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
2208,2,1,3,104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,30,0,0,0,0,0.6880828665,0.058907064,0,1,0,0,0,0.0017319658,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
2665,6,1,4,114,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,56,77,0,0,0,0,0.0,0.1236561188,0,1,0,0,0,0.972036744,1,0,0,0,0,0,0,0,0,-1,0,1,1,-1,1
7622,1,1,4,76,7,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,8,64,0,0,0,0,0.1194363851,0.3566304409,0,0,0,1,0,0.0349261802,0,0,0,1,1,1,0,0,1,0,0,-1,0,1,0
1993,4,1,3,156,1,0,0,0,3,1,6,1,0,15,1,1,0,0,0,0,16,72,40,0,1,0,0.0,0.0825825014,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
9017,2,0,3,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,20,0,0,0,0,0.0204868516,0.2214129232,0,0,0,0,0,0.0333571094,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2185,2,1,3,55,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,15,0,0,0,0,0.0,0.0108001285,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
6875,3,0,3,117,5,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,14,60,0,0,0,0,0.6884501608,0.4111168417,0,1,1,0,0,0.0401240891,0,0,0,1,0,0,0,0,1,-1,0,1,1,1,0
9191,3,1,2,41,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,28,3,0,0,0,0,0.1151519715,0.7305440372,0,1,0,0,0,0.0011016194,0,0,0,0,0,1,0,0,1,1,0,-1,-1,1,0
7949,1,1,2,56,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,10,28,0,0,0,0,0.1410228159,0.4365431832,0,0,0,0,1,0.0,0,0,0,0,1,1,0,0,1,-1,1,0,0,1,0
9238,2,1,4,75,5,2,0,0,0,0,0,0,0,5,1,1,0,0,1,0,17,44,0,0,0,0,0.1608340045,1.0,0,1,1,0,0,0.0378678024,0,0,0,0,0,1,0,0,1,-1,1,1,1,-1,0
8452,2,0,3,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,25,0,0,0,0,0.0924981236,0.0086505791,0,0,1,0,0,0.0010240461,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
282,4,0,3,62,0,0,0,0,0,0,0,11,0,7,1,1,0,0,0,0,9,16,0,0,1,1,0.9744660581,1.0,1,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,1
6168,2,1,3,138,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,14,77,0,0,0,0,0.0,0.2734153128,0,0,1,0,0,0.000423484,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
1863,1,0,5,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14,54,0,0,0,0,0.1272536666,0.2308340378,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
493,2,0,1,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,22,0,0,0,0,0.1793785909,0.349093308,0,1,0,0,0,0.0005726141,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
1423,2,1,2,57,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,22,0,0,0,0,0.0,0.8443270607,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
3690,1,1,4,128,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,9,33,0,0,0,0,0.0003403938,0.5801511535,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1612,2,1,3,72,0,2,0,0,0,0,0,0,0,8,1,1,0,0,1,0,15,15,0,0,0,0,0.0,0.0071951528,0,1,0,0,0,0.977603522,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
